Date,JNJ,LLY,MRK,NVO,RHHBY
2010-03-30,44.11653137207031,24.3045711517334,23.062719345092773,12.14653205871582,12.829116821289062
2010-03-31,44.3204345703125,24.521217346191406,22.87287139892578,12.126091003417969,12.969954490661621
2010-04-01,44.70790100097656,24.47381591796875,23.09333038330078,12.294334411621094,13.005166053771973
2010-04-05,44.45640563964844,24.74462127685547,22.897367477416992,12.426413536071777,12.915539741516113
2010-04-06,44.395206451416016,24.717544555664062,22.811635971069336,12.567926406860352,12.659470558166504
2010-04-07,44.334049224853516,24.724313735961914,22.52993392944336,12.514466285705566,12.531435012817383
2010-04-08,44.13692092895508,24.724313735961914,22.5238037109375,12.459431648254395,12.819513320922852
2010-04-09,44.2796745300293,24.940954208374023,22.640169143676758,12.36037540435791,13.046775817871094
2010-04-12,44.25927734375,24.75816535949707,22.56667709350586,12.589940071105957,13.09798812866211
2010-04-13,44.646728515625,24.9951229095459,22.474821090698242,12.758183479309082,13.085187911987305
2010-04-14,44.51759338378906,24.771703720092773,22.17474937438965,12.73459529876709,13.187615394592285
2010-04-15,44.53117370605469,24.859725952148438,22.070642471313477,12.6795654296875,13.427680015563965
2010-04-16,44.198097229003906,24.73785400390625,21.868549346923828,12.717301368713379,13.213223457336426
2010-04-19,44.88466262817383,24.764936447143555,21.984909057617188,12.706293106079102,13.219624519348145
2010-04-20,44.85746383666992,24.7310848236084,22.0828857421875,12.832085609436035,13.187615394592285
2010-04-21,44.44960403442383,24.3790340423584,21.274526596069336,12.80378246307373,13.075583457946777
2010-04-22,44.034950256347656,23.9525203704834,20.680503845214844,12.57107162475586,12.899534225463867
2010-04-23,44.21168518066406,24.006689071655273,21.715452194213867,12.643400192260742,12.899534225463867
2010-04-26,44.0213623046875,23.911909103393555,21.43375015258789,12.692142486572266,12.835517883300781
2010-04-27,43.695072174072266,23.607248306274414,21.11530876159668,12.45785903930664,12.416203498840332
2010-04-28,43.92619323730469,23.532773971557617,21.16429901123047,12.426413536071777,12.477020263671875
2010-04-29,44.19130325317383,23.72234535217285,21.586851119995117,12.962590217590332,12.611456871032715
2010-04-30,43.70867156982422,23.674945831298828,21.458242416381836,12.90912914276123,12.611456871032715
2010-05-03,44.4088134765625,23.823898315429688,21.599096298217773,13.198445320129395,12.294569969177246
2010-05-04,43.98057556152344,23.702035903930664,21.92978858947754,13.030200004577637,12.044900894165039
2010-05-05,44.2796745300293,23.74942398071289,21.79506492614746,12.86038589477539,11.900862693786621
2010-05-06,43.09688949584961,23.2890625,20.986703872680664,12.525474548339844,11.724813461303711
2010-05-07,43.035709381103516,23.438003540039062,20.509035110473633,12.303768157958984,11.696004867553711
2010-05-10,44.014556884765625,23.796812057495117,20.97445297241211,12.421696662902832,11.840045928955078
2010-05-11,43.960174560546875,23.88482093811035,20.521286010742188,12.649689674377441,11.99368953704834
2010-05-12,44.11653137207031,23.877960205078125,20.60089683532715,12.641828536987305,11.974481582641602
2010-05-13,43.960174560546875,23.68572235107422,20.398801803588867,12.418551445007324,11.868853569030762
2010-05-14,43.48434066772461,23.28753662109375,20.135478973388672,12.225151062011719,11.66719913482666
2010-05-17,43.423160552978516,23.34932518005371,20.074237823486328,12.446854591369629,11.647993087768555
2010-05-18,42.804588317871094,23.08156967163086,19.8109073638916,12.27074909210205,11.363115310668945
2010-05-19,42.29477310180664,23.246339797973633,19.976259231567383,12.206282615661621,11.43033218383789
2010-05-20,41.1595573425293,22.889333724975586,19.486347198486328,11.846208572387695,10.979009628295898
2010-05-21,41.383872985839844,22.738296508789062,19.62106704711914,11.806900978088379,10.937397003173828
2010-05-24,41.17315673828125,22.642179489135742,19.510839462280273,11.638657569885254,10.898987770080566
2010-05-25,41.02361297607422,22.484281539916992,19.633316040039062,11.90753173828125,10.70693302154541
2010-05-26,40.554588317871094,22.141002655029297,19.853778839111328,11.74243450164795,10.594902992248535
2010-05-27,40.49283218383789,22.532329559326172,20.588642120361328,12.171688079833984,10.979009628295898
2010-05-28,39.992088317871094,22.51173973083496,20.63151741027832,12.078919410705566,10.979009628295898
2010-06-01,40.30760955810547,22.346965789794922,20.533538818359375,11.912248611450195,10.998214721679688
2010-06-02,40.97301483154297,22.800086975097656,21.041818618774414,12.465721130371094,11.379117965698242
2010-06-03,41.00046157836914,22.909931182861328,20.998952865600586,12.65440559387207,11.439935684204102
2010-06-04,39.79313659667969,22.2233943939209,20.31307029724121,12.256597518920898,11.09104061126709
2010-06-07,39.78628921508789,22.3675594329834,20.398801803588867,12.09621810913086,10.934197425842285
2010-06-08,40.22529602050781,22.587251663208008,20.705001831054688,12.225151062011719,10.995014190673828
2010-06-09,39.902896881103516,22.621585845947266,20.64376449584961,12.195276260375977,10.898987770080566
2010-06-10,40.129268646240234,22.971721649169922,21.219411849975586,12.522329330444336,10.975810050964355
2010-06-11,40.10184097290039,23.115894317626953,21.584732055664062,12.593083381652832,10.818964958190918
2010-06-14,40.074398040771484,23.253204345703125,21.683799743652344,12.733025550842285,10.886183738708496
2010-06-15,40.56829071044922,23.610206604003906,22.3029842376709,12.890262603759766,11.251084327697754
2010-06-16,40.63689041137695,23.417970657348633,22.296789169311523,12.89340591430664,11.347111701965332
2010-06-17,40.59572219848633,23.610206604003906,22.203916549682617,12.86038589477539,11.481546401977539
2010-06-18,40.59572219848633,23.76125144958496,22.086265563964844,13.27863597869873,11.203069686889648
2010-06-21,40.561439514160156,23.795576095581055,21.74571990966797,13.41542911529541,11.059030532836914
2010-06-22,40.5820198059082,23.651403427124023,21.751911163330078,13.173288345336914,11.203069686889648
2010-06-23,40.63689041137695,23.72692108154297,21.931474685668945,13.129262924194336,11.219076156616211
2010-06-24,40.883827209472656,23.671995162963867,22.04911994934082,13.133975982666016,11.238280296325684
2010-06-25,40.2664680480957,23.301254272460938,22.247255325317383,13.085233688354492,11.283093452453613
2010-06-28,40.780948638916016,23.35618019104004,22.25344467163086,13.05850601196289,11.395124435424805
2010-06-29,40.63689041137695,23.170820236206055,21.93766212463379,12.728307723999023,11.084638595581055
2010-06-30,40.51342010498047,22.999181747436523,21.65284538269043,12.739314079284668,10.979009628295898
2010-07-01,40.52027130126953,22.738296508789062,21.32467269897461,12.80220890045166,11.059030532836914
2010-07-02,40.527122497558594,23.115894317626953,21.188457489013672,12.756608009338379,11.0430269241333
2010-07-06,40.527122497558594,23.280664443969727,21.454696655273438,13.049070358276367,11.059030532836914
2010-07-07,41.57666015625,23.795576095581055,21.93766212463379,13.266057968139648,11.315101623535156
2010-07-08,42.104862213134766,24.152572631835938,22.203916549682617,13.23618221282959,11.395124435424805
2010-07-09,41.52865219116211,24.145706176757812,22.47635841369629,13.222034454345703,11.404728889465332
2010-07-12,41.302284240722656,24.118255615234375,22.34632682800293,13.25033187866211,11.369516372680664
2010-07-13,41.5012092590332,24.173166275024414,22.569229125976562,13.313223838806152,11.35991382598877
2010-07-14,41.58352279663086,23.891693115234375,22.41443634033203,13.556944847106934,11.379117965698242
2010-07-15,41.336578369140625,24.145706176757812,22.5939998626709,14.008214950561523,11.5775728225708
2010-07-16,40.774085998535156,23.781837463378906,22.234874725341797,13.692171096801758,11.036623001098633
2010-07-19,40.86326599121094,24.022138595581055,22.166759490966797,13.715751647949219,10.947001457214355
2010-07-20,40.184146881103516,24.20750617980957,22.080078125,13.610405921936035,10.562894821166992
2010-07-21,39.182621002197266,23.994670867919922,21.789060592651367,13.23618221282959,10.306825637817383
2010-07-22,39.114036560058594,24.13197898864746,21.782869338989258,13.520781517028809,10.562894821166992
2010-07-23,39.5324821472168,24.145706176757812,21.59092140197754,13.484615325927734,10.258811950683594
2010-07-26,39.60792541503906,24.331071853637695,21.838592529296875,13.536503791809082,10.322830200195312
2010-07-27,39.854888916015625,24.78419303894043,21.782869338989258,13.377696990966797,10.201194763183594
2010-07-28,39.669673919677734,24.488977432250977,21.51042938232422,13.407570838928223,10.402850151062012
2010-07-29,39.669673919677734,24.337947845458984,21.708568572998047,13.391847610473633,10.466869354248047
2010-07-30,39.84803009033203,24.4409236907959,21.337060928344727,13.527070045471191,10.418854713439941
2010-08-02,40.28018569946289,24.94896697998047,21.71476173400879,13.899723052978516,10.54049015045166
2010-08-03,40.712337493896484,25.11373519897461,21.559961318969727,14.200044631958008,10.697332382202148
2010-08-04,40.9798698425293,25.25104331970215,21.789060592651367,14.00035285949707,10.594902992248535
2010-08-05,40.993595123291016,25.29909896850586,21.71476173400879,14.236207962036133,10.770952224731445
2010-08-06,41.13078689575195,25.312833786010742,21.65903663635254,14.093122482299805,10.963006019592285
2010-08-09,41.19252395629883,25.374616622924805,21.89432144165039,14.149725914001465,10.924595832824707
2010-08-10,40.76722717285156,25.930727005004883,22.148183822631836,14.209478378295898,10.975810050964355
2010-08-11,40.129268646240234,25.534250259399414,21.603303909301758,13.583672523498535,10.69093132019043
2010-08-12,40.14299011230469,25.457738876342773,21.696182250976562,13.633986473083496,10.8125638961792
2010-08-13,39.88917922973633,24.83171844482422,21.671417236328125,13.569524765014648,10.809364318847656
2010-08-16,39.79313659667969,24.74129867553711,21.65284538269043,13.530213356018066,10.947001457214355
2010-08-17,40.623165130615234,24.170940399169922,22.005769729614258,13.66386604309082,10.860576629638672
2010-08-18,40.712337493896484,24.191804885864258,21.900514602661133,13.773930549621582,11.011017799377441
2010-08-19,40.28018569946289,23.844017028808594,21.49184799194336,13.503484725952148,10.927794456481934
2010-08-20,40.29390335083008,23.76750946044922,21.32467269897461,13.371406555175781,10.783756256103516
2010-08-23,40.38307571411133,23.864887237548828,21.65284538269043,13.218887329101562,10.639718055725098
2010-08-24,39.79313659667969,23.628402709960938,21.32467269897461,13.093094825744629,10.710136413574219
2010-08-25,39.7725715637207,23.864887237548828,21.386592864990234,12.8572416305542,10.69093132019043
2010-08-26,39.649085998535156,23.61448860168457,21.34943962097168,12.916991233825684,10.674925804138184
2010-08-27,39.884521484375,23.788375854492188,21.671417236328125,13.299077033996582,10.713338851928711
2010-08-30,39.676788330078125,23.628402709960938,21.504234313964844,13.247190475463867,10.722939491271973
2010-08-31,39.482906341552734,23.364084243774414,21.77048683166504,13.462603569030762,10.860576629638672
2010-09-01,40.362308502197266,23.788375854492188,22.055307388305664,13.79751968383789,10.995014190673828
2010-09-02,40.58386993408203,23.864887237548828,21.88813018798828,13.813241958618164,11.039825439453125
2010-09-03,40.80547332763672,24.10834312438965,22.0367374420166,13.880854606628418,11.158260345458984
2010-09-07,40.646202087402344,24.02486801147461,21.956235885620117,13.731477737426758,11.238280296325684
2010-09-08,40.75006866455078,24.212669372558594,22.172950744628906,13.819530487060547,11.283093452453613
2010-09-09,41.42174530029297,24.463069915771484,22.34013557434082,14.363567352294922,11.32470417022705
2010-09-10,41.53252410888672,24.64392852783203,22.693071365356445,14.478352546691895,11.289494514465332
2010-09-13,41.767948150634766,24.713481903076172,22.661785125732422,14.660747528076172,11.305500030517578
2010-09-14,41.947994232177734,24.796953201293945,22.849491119384766,14.65760326385498,11.443137168884277
2010-09-15,42.273433685302734,24.83171844482422,22.843229293823242,14.660747528076172,11.075035095214844
2010-09-16,42.439613342285156,24.810853958129883,22.79317283630371,14.684330940246582,10.918192863464355
2010-09-17,42.63351821899414,24.89432716369629,22.730607986450195,14.63715934753418,10.88298225402832
2010-09-20,42.99357986450195,25.283838272094727,22.86200714111328,14.841567993164062,10.995014190673828
2010-09-21,42.88971710205078,25.269933700561523,22.974624633789062,14.781817436218262,10.995014190673828
2010-09-22,42.91047286987305,25.075176239013672,23.124784469604492,14.896600723266602,11.03022289276123
2010-09-23,42.799686431884766,24.94301414489746,22.937084197998047,14.924905776977539,10.927794456481934
2010-09-24,43.0281982421875,25.109956741333008,23.362537384033203,15.108868598937988,10.930996894836426
2010-09-27,42.9520263671875,24.998659133911133,23.23114585876465,15.069557189941406,10.67172622680664
2010-09-28,43.229007720947266,25.311670303344727,23.306222915649414,15.424918174743652,10.697332382202148
2010-09-29,43.14591598510742,25.409040451049805,23.224891662597656,15.604165077209473,10.822165489196777
2010-09-30,42.903560638427734,25.409040451049805,23.030927658081055,15.478378295898438,10.924595832824707
2010-10-01,42.758148193359375,25.415998458862305,22.8995361328125,15.608881950378418,11.132652282714844
2010-10-04,42.702754974365234,25.24907112121582,22.849491119384766,15.228372573852539,11.059030532836914
2010-10-05,43.48520278930664,25.659454345703125,23.16232681274414,15.43906307220459,11.395124435424805
2010-10-06,43.76910400390625,25.854204177856445,23.156063079833984,15.580581665039062,11.507152557373047
2010-10-07,43.77603530883789,25.791610717773438,22.968366622924805,15.692219734191895,11.478347778320312
2010-10-08,43.782958984375,25.784656524658203,23.0935001373291,15.78027057647705,11.603180885314941
2010-10-11,43.831417083740234,25.88898468017578,23.062213897705078,15.816433906555176,11.523158073425293
2010-10-12,43.82450866699219,25.986364364624023,22.924564361572266,16.01927375793457,11.379117965698242
2010-10-13,44.02531051635742,26.014188766479492,23.24991798400879,15.998827934265137,11.539162635803223
2010-10-14,44.136104583740234,26.028100967407227,23.24365997314453,15.932792663574219,11.641590118408203
2010-10-15,44.01838302612305,26.26459503173828,23.118520736694336,15.833727836608887,11.836844444274902
2010-10-18,44.21918869018555,26.473268508911133,23.29370880126953,15.074280738830566,12.009692192077637
2010-10-19,43.82450866699219,26.048967361450195,22.849491119384766,14.306960105895996,11.85925006866455
2010-10-20,44.039161682128906,25.047351837158203,23.143550872802734,15.789703369140625,11.93927001953125
2010-10-21,44.30921173095703,24.692615509033203,23.21236801147461,15.748823165893555,11.84324836730957
2010-10-22,44.184574127197266,24.623056411743164,23.21236801147461,15.761402130126953,11.683202743530273
2010-10-25,44.30228042602539,24.435251235961914,23.412588119506836,16.022415161132812,11.827239036560059
2010-10-26,44.20533752441406,24.27527618408203,23.1935977935791,15.824297904968262,11.603180885314941
2010-10-27,44.01838302612305,24.303089141845703,22.81195068359375,15.921784400939941,11.750420570373535
2010-10-28,44.01145935058594,24.44917106628418,23.112272262573242,16.453245162963867,11.84324836730957
2010-10-29,44.136104583740234,24.483943939208984,22.718093872070312,16.47840118408203,11.763224601745605
2010-11-01,44.10148239135742,24.372655868530273,22.680557250976562,16.37934112548828,11.731215476989746
2010-11-02,44.2330436706543,24.609142303466797,22.905790328979492,16.442235946655273,11.987285614013672
2010-11-03,44.44770812988281,24.74129867553711,22.843229293823242,16.437517166137695,12.009692192077637
2010-11-04,44.84238815307617,24.87346076965332,22.930824279785156,16.519283294677734,12.13132381439209
2010-11-05,44.7662353515625,24.84563636779785,22.336435317993164,16.31487274169922,11.93927001953125
2010-11-08,44.544639587402344,24.85259246826172,22.2863826751709,16.465822219848633,11.820839881896973
2010-11-09,44.530784606933594,24.88041114807129,21.92974853515625,16.335317611694336,11.696004867553711
2010-11-10,44.28151321411133,24.675907135009766,21.873441696166992,16.596332550048828,11.804834365844727
2010-11-11,44.2607307434082,24.647687911987305,22.02985382080078,16.439096450805664,11.683202743530273
2010-11-12,44.08762741088867,24.51369285583496,21.71702003479004,16.46739387512207,11.558367729187012
2010-11-15,44.4130859375,24.422016143798828,21.610658645629883,16.286575317382812,11.596776962280273
2010-11-16,43.72063446044922,24.28096580505371,21.33536148071289,16.156068801879883,11.43033218383789
2010-11-17,43.66523742675781,24.25981903076172,21.566858291625977,16.237829208374023,11.67039966583252
2010-11-18,44.19842529296875,24.534854888916016,22.079910278320312,16.239402770996094,11.731215476989746
2010-11-19,44.19842529296875,24.330337524414062,22.104938507080078,16.54601287841797,11.772826194763184
2010-11-22,44.05300521850586,24.3655948638916,22.267610549926758,16.470544815063477,11.603180885314941
2010-11-23,43.53367233276367,24.03415298461914,21.77958869934082,16.245691299438477,11.238280296325684
2010-11-24,43.82450866699219,24.132869720458984,21.992326736450195,16.429658889770508,11.279892921447754
2010-11-26,43.51021957397461,24.027088165283203,21.76707649230957,16.12462043762207,11.219076156616211
2010-11-29,43.23784255981445,23.900148391723633,21.704511642456055,15.799139022827148,11.171061515808105
2010-11-30,42.98642349243164,23.73794937133789,21.566858291625977,15.632471084594727,11.017419815063477
2010-12-01,43.59404373168945,24.16107940673828,21.936006546020508,15.940649032592773,11.081436157226562
2010-12-02,43.7197265625,24.154035568237305,22.03611183166504,16.229965209960938,11.22227668762207
2010-12-03,43.69179916381836,24.076454162597656,22.086162567138672,16.32588005065918,11.35991382598877
2010-12-06,43.440391540527344,23.95657730102539,22.05488395690918,16.2677059173584,11.203069686889648
2010-12-07,43.5172119140625,24.055301666259766,22.129972457885742,16.357336044311523,11.22227668762207
2010-12-08,43.6149787902832,24.196340560913086,22.148733139038086,16.470544815063477,11.44633674621582
2010-12-09,43.34261703491211,24.450223922729492,22.317668914794922,16.34632110595703,11.587177276611328
2010-12-10,43.23784255981445,24.668851852416992,22.517881393432617,16.96898078918457,11.561570167541504
2010-12-13,43.20292282104492,24.661787033081055,22.827726364135742,17.17810821533203,11.683202743530273
2010-12-14,43.83846664428711,24.746423721313477,23.112287521362305,17.101057052612305,11.830442428588867
2010-12-15,43.69878387451172,24.774639129638672,23.181848526000977,17.080617904663086,11.651193618774414
2010-12-16,43.58005905151367,24.80989646911621,23.295665740966797,17.06646728515625,11.603180885314941
2010-12-17,43.677833557128906,24.690011978149414,23.068029403686523,17.245718002319336,11.439935684204102
2010-12-20,43.64292526245117,24.71116828918457,23.08066749572754,17.094772338867188,11.47514533996582
2010-12-21,43.53816604614258,24.78167724609375,22.87831687927246,16.950109481811523,11.462343215942383
2010-12-22,43.314666748046875,24.823999404907227,22.90361785888672,16.942249298095703,11.58077335357666
2010-12-23,43.47528839111328,24.84515380859375,22.947879791259766,17.478424072265625,11.599981307983398
2010-12-27,43.2518196105957,24.732324600219727,22.909934997558594,17.43597412109375,11.542364120483398
2010-12-28,43.335628509521484,24.718204498291016,22.890968322753906,17.637237548828125,11.712010383605957
2010-12-29,43.39149856567383,24.78874397277832,22.897289276123047,17.577486038208008,11.71841049194336
2010-12-30,43.258792877197266,24.69706153869629,22.770824432373047,17.626230239868164,11.7152099609375
2010-12-31,43.195945739746094,24.71116828918457,22.789794921875,17.700130462646484,11.731215476989746
2011-01-03,43.873382568359375,24.68294906616211,22.789794921875,17.483144760131836,11.721611976623535
2011-01-04,44.24353790283203,24.7041015625,22.985816955566406,18.047624588012695,11.619184494018555
2011-01-05,44.215606689453125,24.527803421020508,23.118614196777344,18.165552139282227,11.414328575134277
2011-01-06,44.1457633972168,24.640640258789062,23.43478775024414,18.11838150024414,11.369516372680664
2011-01-07,43.7197265625,24.612428665161133,23.6181583404541,17.948562622070312,11.305500030517578
2011-01-10,43.412445068359375,24.32328987121582,23.5233097076416,17.99102020263672,11.155058860778809
2011-01-11,43.489288330078125,24.619482040405273,23.365224838256836,18.09636688232422,11.09104061126709
2011-01-12,43.64990234375,24.7041015625,23.4916934967041,18.014602661132812,11.35671329498291
2011-01-13,43.936241149902344,24.612428665161133,21.93612289428711,17.682836532592773,11.331106185913086
2011-01-14,43.684814453125,24.619482040405273,21.645238876342773,17.45484161376953,11.407926559448242
2011-01-18,43.37054443359375,24.534854888916016,21.4175968170166,18.228445053100586,11.705607414245605
2011-01-19,43.69179916381836,24.43613052368164,21.442890167236328,17.862079620361328,11.827239036560059
2011-01-20,43.90132522583008,24.50664520263672,21.53142547607422,17.69698715209961,11.683202743530273
2011-01-21,43.76165771484375,24.51369285583496,21.43656349182129,17.51616668701172,11.795231819152832
2011-01-24,43.45436096191406,24.527803421020508,21.373329162597656,17.70170021057129,12.124924659729004
2011-01-25,42.65815734863281,24.492542266845703,21.095102310180664,17.92340660095215,12.256157875061035
2011-01-26,42.32294464111328,24.647687911987305,20.993921279907227,18.064926147460938,12.355385780334473
2011-01-27,42.37881851196289,25.014406204223633,21.02553939819336,18.255176544189453,12.323379516601562
2011-01-28,41.910892486572266,24.520748138427734,20.91172218322754,17.857372283935547,12.230552673339844
2011-01-31,41.74326705932617,24.520748138427734,20.974952697753906,17.788188934326172,12.24975872039795
2011-02-01,42.343894958496094,24.83104705810547,21.49980354309082,18.020893096923828,12.464218139648438
2011-02-02,42.336910247802734,24.979154586791992,21.385982513427734,17.689125061035156,12.252959251403809
2011-02-03,42.462623596191406,25.127243041992188,20.804222106933594,17.418678283691406,12.044900894165039
2011-02-04,42.49056625366211,25.056726455688477,20.797897338867188,17.546039581298828,11.811237335205078
2011-02-07,42.511512756347656,25.24713897705078,20.867456436157227,17.566482543945312,11.769627571105957
2011-02-08,42.56039810180664,25.275341033935547,21.038190841674805,17.822776794433594,11.750420570373535
2011-02-09,42.51849365234375,25.2330265045166,20.924365997314453,18.395116806030273,11.753623962402344
2011-02-10,42.55342102050781,25.120195388793945,20.89274787902832,18.472164154052734,11.66719913482666
2011-02-11,42.39277267456055,24.684001922607422,20.91172218322754,18.674997329711914,11.750420570373535
2011-02-14,42.39277267456055,24.712608337402344,20.753639221191406,19.292938232421875,11.609583854675293
2011-02-15,42.336910247802734,24.648258209228516,20.734663009643555,19.130985260009766,11.53596305847168
2011-02-16,42.26707458496094,24.78411865234375,20.842159271240234,19.19073486328125,11.641590118408203
2011-02-17,42.45564270019531,24.927127838134766,20.93069076538086,19.225324630737305,11.654394149780273
2011-02-18,42.67913055419922,24.741207122802734,20.772600173950195,19.86056137084961,11.692805290222168
2011-02-22,42.357872009277344,24.619640350341797,20.450109481811523,19.360549926757812,11.654394149780273
2011-02-23,42.1762809753418,24.340774536132812,20.292016983032227,19.34482765197754,11.766424179077148
2011-02-24,42.078495025634766,24.390827178955078,20.254074096679688,19.11526107788086,11.840045928955078
2011-02-25,42.029178619384766,24.376529693603516,20.355257034301758,19.566532135009766,11.85925006866455
2011-02-28,43.297664642333984,24.712608337402344,20.595544815063477,19.915597915649414,12.022494316101074
2011-03-01,42.776161193847656,24.498083114624023,20.525985717773438,19.596406936645508,12.028898239135742
2011-03-02,42.853702545166016,24.51238441467285,20.60187339782715,19.58696937561035,12.003289222717285
2011-03-03,43.0228271484375,24.591047286987305,20.93069076538086,20.108999252319336,12.156591415405273
2011-03-04,43.029876708984375,24.741207122802734,20.9053955078125,20.090129852294922,12.129754066467285
2011-03-07,42.56475067138672,24.78411865234375,20.75995635986328,20.07597541809082,11.881524085998535
2011-03-08,42.78321838378906,25.012941360473633,20.854808807373047,20.083837509155273,11.827851295471191
